"geographic_area", "population_size"
"Edmunds County, South Dakota","3,997"
"Fall River County, South Dakota","6,973"
"Faulk County, South Dakota","2,126"
"Grant County, South Dakota","7,539"
"Gregory County, South Dakota","4,000"
"Haakon County, South Dakota","1,868"
"Hamlin County, South Dakota","6,161"
"Hand County, South Dakota","3,147"
"Hanson County, South Dakota","3,460"
"Harding County, South Dakota","1,308"
"Hughes County, South Dakota","17,741"
"Hutchinson County, South Dakota","7,425"
"Hyde County, South Dakota","1,252"
"Jackson County, South Dakota","2,803"
"Jerauld County, South Dakota","1,643"
"Jones County, South Dakota",923
"Kingsbury County, South Dakota","5,207"
"Lake County, South Dakota","11,016"
"Lawrence County, South Dakota","25,849"
"Lincoln County, South Dakota","65,648"
"Lyman County, South Dakota","3,701"
"McCook County, South Dakota","5,674"
"McPherson County, South Dakota","2,403"
"Marshall County, South Dakota","4,298"
"Meade County, South Dakota","29,903"
"Mellette County, South Dakota","1,922"
"Miner County, South Dakota","2,304"
"Minnehaha County, South Dakota","197,718"
"Moody County, South Dakota","6,339"
"Oglala Lakota County, South Dakota","13,648"
"Pennington County, South Dakota","109,573"
"Perkins County, South Dakota","2,849"
"Potter County, South Dakota","2,474"
"Roberts County, South Dakota","10,262"
"Sanborn County, South Dakota","2,330"
"Spink County, South Dakota","6,342"
"Stanley County, South Dakota","2,970"
"Sully County, South Dakota","1,452"
"Todd County, South Dakota","9,321"
"Tripp County, South Dakota","5,607"
"Turner County, South Dakota","8,686"
"Union County, South Dakota","16,857"
"Walworth County, South Dakota","5,294"
"Yankton County, South Dakota","23,286"
"Ziebach County, South Dakota","2,393"
"Anderson County, Tennessee","77,327"
"Bedford County, Tennessee","50,396"
"Benton County, Tennessee","15,853"
"Bledsoe County, Tennessee","14,955"
"Blount County, Tennessee","135,656"
"Bradley County, Tennessee","108,831"
"Campbell County, Tennessee","39,306"
"Cannon County, Tennessee","14,561"
"Carroll County, Tennessee","28,428"
"Carter County, Tennessee","56,386"
"Cheatham County, Tennessee","41,090"
"Chester County, Tennessee","17,385"
"Claiborne County, Tennessee","32,066"
"Clay County, Tennessee","7,594"
"Cocke County, Tennessee","36,043"
"Coffee County, Tennessee","58,145"
"Crockett County, Tennessee","13,905"
"Cumberland County, Tennessee","61,372"
"Davidson County, Tennessee","716,095"
"Decatur County, Tennessee","11,433"
"DeKalb County, Tennessee","20,191"
"Dickson County, Tennessee","54,453"
"Dyer County, Tennessee","36,709"
"Fayette County, Tennessee","41,865"
"Fentress County, Tennessee","18,534"
"Franklin County, Tennessee","42,812"
"Gibson County, Tennessee","50,447"
"Giles County, Tennessee","30,344"
"Grainger County, Tennessee","23,569"
"Greene County, Tennessee","70,348"
"Grundy County, Tennessee","13,548"
"Hamblen County, Tennessee","64,542"
"Hamilton County, Tennessee","367,891"
"Hancock County, Tennessee","6,626"
"Hardeman County, Tennessee","25,438"
"Hardin County, Tennessee","26,958"
"Hawkins County, Tennessee","56,721"
"Haywood County, Tennessee","17,825"
"Henderson County, Tennessee","27,831"
"Henry County, Tennessee","32,146"
"Hickman County, Tennessee","24,970"
"Houston County, Tennessee","8,305"
"Humphreys County, Tennessee","18,996"
"Jackson County, Tennessee","11,631"
"Jefferson County, Tennessee","54,917"
"Johnson County, Tennessee","17,994"
"Knox County, Tennessee","480,530"
"Lake County, Tennessee","6,985"
"Lauderdale County, Tennessee","25,125"
"Lawrence County, Tennessee","44,179"
"Lewis County, Tennessee","12,607"
"Lincoln County, Tennessee","35,338"
"Loudon County, Tennessee","55,136"
"McMinn County, Tennessee","53,344"
"McNairy County, Tennessee","25,858"
"Macon County, Tennessee","25,269"
"Madison County, Tennessee","98,834"
"Marion County, Tennessee","28,905"
"Marshall County, Tennessee","34,472"
"Maury County, Tennessee","101,836"
"Meigs County, Tennessee","12,809"
"Monroe County, Tennessee","46,399"
"Montgomery County, Tennessee","221,309"
"Moore County, Tennessee","6,466"
"Morgan County, Tennessee","21,050"
"Obion County, Tennessee","30,775"
"Overton County, Tennessee","22,587"
"Perry County, Tennessee","8,386"
"Pickett County, Tennessee","4,999"
"Polk County, Tennessee","17,567"
"Putnam County, Tennessee","80,078"
"Rhea County, Tennessee","33,287"
"Roane County, Tennessee","53,664"
"Robertson County, Tennessee","72,962"
"Rutherford County, Tennessee","343,302"
"Scott County, Tennessee","21,876"
"Sequatchie County, Tennessee","15,847"
"Sevier County, Tennessee","98,865"
"Shelby County, Tennessee","929,788"
"Smith County, Tennessee","19,966"
"Stewart County, Tennessee","13,709"
"Sullivan County, Tennessee","158,244"
"Sumner County, Tennessee","197,420"
"Tipton County, Tennessee","61,047"
"Trousdale County, Tennessee","11,634"
"Unicoi County, Tennessee","17,873"
"Union County, Tennessee","19,845"
"Van Buren County, Tennessee","6,175"
"Warren County, Tennessee","41,059"
"Washington County, Tennessee","133,225"
"Wayne County, Tennessee","16,225"
"Weakley County, Tennessee","32,897"
"White County, Tennessee","27,446"
"Williamson County, Tennessee","249,616"
"Wilson County, Tennessee","148,651"
"Anderson County, Texas","57,937"
"Andrews County, Texas","18,616"
"Angelina County, Texas","86,502"
"Aransas County, Texas","23,939"
"Archer County, Texas","8,555"
"Armstrong County, Texas","1,851"
"Atascosa County, Texas","49,290"
"Austin County, Texas","30,135"
"Bailey County, Texas","6,867"
"Bandera County, Texas","20,994"
"Bastrop County, Texas","98,072"
"Baylor County, Texas","3,462"
"Bee County, Texas","31,042"
"Bell County, Texas","372,404"
"Bexar County, Texas","2,015,620"
"Blanco County, Texas","11,452"
"Borden County, Texas",642
"Bosque County, Texas","18,249"
"Bowie County, Texas","92,913"
"Brazoria County, Texas","373,509"
"Brazos County, Texas","234,515"
"Brewster County, Texas","9,564"
"Briscoe County, Texas","1,422"
"Brooks County, Texas","7,096"
"Brown County, Texas","38,059"
"Burleson County, Texas","17,682"
"Burnet County, Texas","49,479"
"Caldwell County, Texas","45,948"
"Calhoun County, Texas","20,064"
"Callahan County, Texas","13,753"
"Cameron County, Texas","421,592"
"Camp County, Texas","12,430"
"Carson County, Texas","5,794"
"Cass County, Texas","28,443"
"Castro County, Texas","7,333"
"Chambers County, Texas","47,003"
"Cherokee County, Texas","50,612"
"Childress County, Texas","6,658"
"Clay County, Texas","10,255"
"Cochran County, Texas","2,564"
"Coke County, Texas","3,320"
"Coleman County, Texas","7,683"
"Collin County, Texas","1,075,651"
"Collingsworth County, Texas","2,643"
"Colorado County, Texas","20,646"
"Comal County, Texas","163,637"
"Comanche County, Texas","13,629"
"Concho County, Texas","3,316"
"Cooke County, Texas","41,749"
"Coryell County, Texas","83,126"
"Cottle County, Texas","1,364"
"Crane County, Texas","4,675"
"Crockett County, Texas","3,094"
"Crosby County, Texas","5,095"
"Culberson County, Texas","2,186"
"Dallam County, Texas","7,138"
"Dallas County, Texas","2,610,741"
"Dawson County, Texas","12,472"
"Deaf Smith County, Texas","18,527"
"Delta County, Texas","5,223"
"Denton County, Texas","914,510"
"DeWitt County, Texas","19,844"
"Dickens County, Texas","1,760"
"Dimmit County, Texas","8,582"
"Donley County, Texas","3,280"
"Duval County, Texas","9,810"
"Eastland County, Texas","17,795"
"Ector County, Texas","165,511"
"Edwards County, Texas","1,420"
"Ellis County, Texas","194,328"
"El Paso County, Texas","866,684"
"Erath County, Texas","42,719"
"Falls County, Texas","16,962"
"Fannin County, Texas","35,977"
"Fayette County, Texas","24,512"
"Fisher County, Texas","3,677"
"Floyd County, Texas","5,374"
"Foard County, Texas","1,090"
"Fort Bend County, Texas","829,335"
"Franklin County, Texas","10,370"
"Freestone County, Texas","19,441"
"Frio County, Texas","18,414"
"Gaines County, Texas","21,704"
"Galveston County, Texas","351,606"
"Garza County, Texas","5,812"
"Gillespie County, Texas","26,766"
"Glasscock County, Texas","1,117"
"Goliad County, Texas","7,023"
"Gonzales County, Texas","19,681"
"Gray County, Texas","21,195"
"Grayson County, Texas","136,152"
"Gregg County, Texas","124,317"
"Grimes County, Texas","29,438"
"Guadalupe County, Texas","173,708"
"Hale County, Texas","32,467"
"Hall County, Texas","2,799"
"Hamilton County, Texas","8,247"
"Hansford County, Texas","5,252"
"Hardeman County, Texas","3,561"
"Hardin County, Texas","56,355"
"Harris County, Texas","4,735,383"
"Harrison County, Texas","68,806"
"Hartley County, Texas","5,340"
"Haskell County, Texas","5,436"
"Hays County, Texas","243,988"
"Hemphill County, Texas","3,366"
"Henderson County, Texas","82,402"
"Hidalgo County, Texas","872,892"
"Hill County, Texas","35,964"
"Hockley County, Texas","21,497"
"Hood County, Texas","62,056"
"Hopkins County, Texas","36,827"
"Houston County, Texas","22,070"
"Howard County, Texas","34,807"
"Hudspeth County, Texas","3,193"
"Hunt County, Texas","100,250"
"Hutchinson County, Texas","20,577"
"Irion County, Texas","1,512"
"Jack County, Texas","8,487"
"Jackson County, Texas","14,997"
"Jasper County, Texas","32,923"
"Jeff Davis County, Texas","1,984"
"Jefferson County, Texas","256,172"
"Jim Hogg County, Texas","4,846"
"Jim Wells County, Texas","38,888"
"Johnson County, Texas","180,950"
"Jones County, Texas","19,680"
"Karnes County, Texas","14,811"
"Kaufman County, Texas","147,169"
"Kendall County, Texas","44,572"
"Kenedy County, Texas",350
"Kent County, Texas",759
"Kerr County, Texas","52,696"
"Kimble County, Texas","4,293"
"King County, Texas",267
"Kinney County, Texas","3,125"
"Kleberg County, Texas","30,986"
"Knox County, Texas","3,351"
"Lamar County, Texas","50,135"
"Lamb County, Texas","13,006"
"Lampasas County, Texas","21,703"
"La Salle County, Texas","6,652"
"Lavaca County, Texas","20,352"
"Lee County, Texas","17,506"
"Leon County, Texas","15,777"
"Liberty County, Texas","92,510"
"Limestone County, Texas","22,150"
"Lipscomb County, Texas","3,038"
"Live Oak County, Texas","11,348"
"Llano County, Texas","21,318"
"Loving County, Texas",67
"Lubbock County, Texas","311,590"
"Lynn County, Texas","5,606"
"McCulloch County, Texas","7,587"
"McLennan County, Texas","261,192"
"McMullen County, Texas",597
"Madison County, Texas","13,458"
"Marion County, Texas","9,869"
"Martin County, Texas","5,261"
"Mason County, Texas","3,968"
"Matagorda County, Texas","36,295"
"Maverick County, Texas","57,873"
"Medina County, Texas","51,063"
"Menard County, Texas","1,961"
"Midland County, Texas","170,725"
"Milam County, Texas","24,778"
"Mills County, Texas","4,450"
"Mitchell County, Texas","9,011"
"Montague County, Texas","20,043"
"Montgomery County, Texas","625,420"
"Moore County, Texas","21,269"
"Morris County, Texas","11,973"
"Motley County, Texas","1,064"
"Nacogdoches County, Texas","64,643"
"Navarro County, Texas","52,861"
"Newton County, Texas","12,159"
"Nolan County, Texas","14,729"
"Nueces County, Texas","353,600"
"Ochiltree County, Texas","9,953"
"Oldham County, Texas","1,763"
"Orange County, Texas","84,760"
"Palo Pinto County, Texas","28,450"
"Panola County, Texas","22,500"
"Parker County, Texas","149,560"
"Parmer County, Texas","9,854"
"Pecos County, Texas","15,184"
"Polk County, Texas","50,497"
"Potter County, Texas","118,309"
"Presidio County, Texas","6,107"
"Rains County, Texas","12,179"
"Randall County, Texas","141,334"
"Reagan County, Texas","3,423"
"Real County, Texas","2,750"
"Red River County, Texas","11,556"
"Reeves County, Texas","14,768"
"Refugio County, Texas","6,740"
"Roberts County, Texas",823
"Robertson County, Texas","16,768"
"Rockwall County, Texas","109,202"
"Runnels County, Texas","9,921"
"Rusk County, Texas","52,254"
"Sabine County, Texas","9,891"
"San Augustine County, Texas","7,925"
"San Jacinto County, Texas","27,538"
"San Patricio County, Texas","68,848"
"San Saba County, Texas","5,728"
"Schleicher County, Texas","2,443"
"Scurry County, Texas","16,922"
"Shackelford County, Texas","3,109"
"Shelby County, Texas","24,048"
"Sherman County, Texas","2,791"
"Smith County, Texas","234,200"
"Somervell County, Texas","9,206"
"Starr County, Texas","65,871"
"Stephens County, Texas","9,094"
"Sterling County, Texas","1,384"
"Stonewall County, Texas","1,245"
"Sutton County, Texas","3,357"
"Swisher County, Texas","6,948"
"Tarrant County, Texas","2,116,297"
"Taylor County, Texas","143,493"
"Terrell County, Texas",750
"Terry County, Texas","11,790"
"Throckmorton County, Texas","1,451"
"Titus County, Texas","31,294"
"Tom Green County, Texas","120,201"
"Travis County, Texas","1,296,610"
"Trinity County, Texas","13,638"
"Tyler County, Texas","19,829"
"Upshur County, Texas","41,040"
"Upton County, Texas","3,303"
"Uvalde County, Texas","24,564"
"Val Verde County, Texas","47,605"
"Van Zandt County, Texas","59,748"
"Victoria County, Texas","91,315"
"Walker County, Texas","76,563"
"Waller County, Texas","57,289"
"Ward County, Texas","11,677"
"Washington County, Texas","35,802"
"Webb County, Texas","267,368"
"Wharton County, Texas","41,586"
"Wheeler County, Texas","4,976"
"Wichita County, Texas","129,624"
"Wilbarger County, Texas","12,845"
"Willacy County, Texas","20,141"
"Williamson County, Texas","615,631"
"Wilson County, Texas","50,051"
"Winkler County, Texas","7,754"
"Wise County, Texas","68,936"
"Wood County, Texas","45,038"
"Yoakum County, Texas","7,673"
"Young County, Texas","17,844"
"Zapata County, Texas","13,875"
"Zavala County, Texas","9,660"
"Beaver County, Utah","7,088"
"Box Elder County, Utah","57,948"
"Cache County, Utah","133,629"
"Carbon County, Utah","20,480"
"Daggett County, Utah",952
"Davis County, Utah","363,768"
"Duchesne County, Utah","19,625"
"Emery County, Utah","9,848"
"Garfield County, Utah","5,098"
"Grand County, Utah","9,683"
"Iron County, Utah","57,711"
"Juab County, Utah","11,826"
"Kane County, Utah","7,688"
"Millard County, Utah","13,055"
"Morgan County, Utah","12,386"
"Piute County, Utah","1,438"
"Rich County, Utah","2,504"
"Salt Lake County, Utah","1,187,028"
"San Juan County, Utah","14,518"
"Sanpete County, Utah","28,524"
"Sevier County, Utah","21,564"
"Summit County, Utah","42,485"
"Tooele County, Utah","73,351"
"Uintah County, Utah","35,675"
"Utah County, Utah","663,606"
"Wasatch County, Utah","35,063"
"Washington County, Utah","182,029"
"Wayne County, Utah","2,506"
"Weber County, Utah","263,001"
"Addison County, Vermont","37,354"
"Bennington County, Vermont","37,312"
"Caledonia County, Vermont","30,179"
"Chittenden County, Vermont","168,419"
"Essex County, Vermont","5,920"
"Franklin County, Vermont","50,049"
"Grand Isle County, Vermont","7,275"
"Lamoille County, Vermont","25,925"
"Orange County, Vermont","29,295"
"Orleans County, Vermont","27,401"
"Rutland County, Vermont","60,464"
"Washington County, Vermont","59,770"
"Windham County, Vermont","45,878"
"Windsor County, Vermont","57,736"
"Accomack County, Virginia","33,397"
"Albemarle County, Virginia","112,560"
"Alleghany County, Virginia","15,194"
"Amelia County, Virginia","13,267"
"Amherst County, Virginia","31,313"
"Appomattox County, Virginia","16,158"
"Arlington County, Virginia","238,829"
"Augusta County, Virginia","77,589"
"Bath County, Virginia","4,188"
"Bedford County, Virginia","79,581"
"Bland County, Virginia","6,256"
"Botetourt County, Virginia","33,641"
"Brunswick County, Virginia","15,827"
"Buchanan County, Virginia","20,250"
"Buckingham County, Virginia","16,830"
"Campbell County, Virginia","55,610"
"Caroline County, Virginia","30,929"
"Carroll County, Virginia","29,145"
"Charles City County, Virginia","6,746"
"Charlotte County, Virginia","11,539"
"Chesterfield County, Virginia","365,350"
"Clarke County, Virginia","14,817"
"Craig County, Virginia","4,880"
"Culpeper County, Virginia","52,766"
"Cumberland County, Virginia","9,679"
"Dickenson County, Virginia","14,077"
"Dinwiddie County, Virginia","27,889"
"Essex County, Virginia","10,597"
"Fairfax County, Virginia","1,148,680"
"Fauquier County, Virginia","73,010"
"Floyd County, Virginia","15,473"
"Fluvanna County, Virginia","27,294"
"Franklin County, Virginia","54,475"
"Frederick County, Virginia","91,907"
"Giles County, Virginia","16,786"
"Gloucester County, Virginia","38,724"
"Goochland County, Virginia","24,873"
"Grayson County, Virginia","15,279"
"Greene County, Virginia","20,608"
"Greensville County, Virginia","11,396"
"Halifax County, Virginia","33,928"
"Hanover County, Virginia","110,207"
"Henrico County, Virginia","334,939"
"Henry County, Virginia","50,848"
"Highland County, Virginia","2,240"
"Isle of Wight County, Virginia","38,710"
"James City County, Virginia","78,487"
"King and Queen County, Virginia","6,589"
"King George County, Virginia","26,827"
"King William County, Virginia","17,922"
"Lancaster County, Virginia","10,905"
"Lee County, Virginia","22,107"
"Loudoun County, Virginia","422,723"
"Louisa County, Virginia","37,784"
"Lunenburg County, Virginia","11,950"
"Madison County, Virginia","13,861"
"Mathews County, Virginia","8,519"
"Mecklenburg County, Virginia","30,283"
"Middlesex County, Virginia","10,611"
"Montgomery County, Virginia","99,584"
"Nelson County, Virginia","14,739"
"New Kent County, Virginia","23,126"
"Northampton County, Virginia","12,215"
"Northumberland County, Virginia","11,837"
"Nottoway County, Virginia","15,645"
"Orange County, Virginia","36,396"
"Page County, Virginia","23,689"
"Patrick County, Virginia","17,591"
"Pittsylvania County, Virginia","60,380"
"Powhatan County, Virginia","30,451"
"Prince Edward County, Virginia","21,893"
"Prince George County, Virginia","43,086"
"Prince William County, Virginia","482,863"
"Pulaski County, Virginia","33,800"
"Rappahannock County, Virginia","7,323"
"Richmond County, Virginia","8,918"
"Roanoke County, Virginia","96,952"
"Rockbridge County, Virginia","22,657"
"Rockingham County, Virginia","83,779"
"Russell County, Virginia","25,756"
"Scott County, Virginia","21,586"
"Shenandoah County, Virginia","44,256"
"Smyth County, Virginia","29,780"
"Southampton County, Virginia","17,951"
"Spotsylvania County, Virginia","140,611"
"Stafford County, Virginia","157,767"
"Surry County, Virginia","6,551"
"Sussex County, Virginia","10,798"
"Tazewell County, Virginia","40,411"
"Warren County, Virginia","40,797"
"Washington County, Virginia","53,903"
"Westmoreland County, Virginia","18,505"
"Wise County, Virginia","36,066"
"Wythe County, Virginia","28,322"
"York County, Virginia","70,238"
"Alexandria city, Virginia","159,144"
"Bristol city, Virginia","17,303"
"Buena Vista city, Virginia","6,621"
"Charlottesville city, Virginia","46,434"
"Chesapeake city, Virginia","249,726"
"Colonial Heights city, Virginia","18,166"
"Covington city, Virginia","5,745"
"Danville city, Virginia","42,578"
"Emporia city, Virginia","5,694"
"Fairfax city, Virginia","24,179"
"Falls Church city, Virginia","14,677"
"Franklin city, Virginia","8,148"
"Fredericksburg city, Virginia","27,995"
"Galax city, Virginia","6,717"
"Hampton city, Virginia","137,282"
"Harrisonburg city, Virginia","51,705"
"Hopewell city, Virginia","23,012"
"Lexington city, Virginia","7,315"
"Lynchburg city, Virginia","78,993"
"Manassas city, Virginia","42,695"
"Manassas Park city, Virginia","17,164"
"Martinsville city, Virginia","13,476"
"Newport News city, Virginia","186,052"
"Norfolk city, Virginia","237,813"
"Norton city, Virginia","3,681"
"Petersburg city, Virginia","33,398"
"Poquoson city, Virginia","12,473"
"Portsmouth city, Virginia","97,997"
"Radford city, Virginia","16,115"
"Richmond city, Virginia","226,923"
"Roanoke city, Virginia","99,898"
"Salem city, Virginia","25,396"
"Staunton city, Virginia","25,809"
"Suffolk city, Virginia","94,794"
"Virginia Beach city, Virginia","459,673"
"Waynesboro city, Virginia","22,277"
"Williamsburg city, Virginia","15,473"
"Winchester city, Virginia","28,003"
"Adams County, Washington","20,609"
"Asotin County, Washington","22,328"
"Benton County, Washington","207,426"
"Chelan County, Washington","79,307"
"Clallam County, Washington","77,365"
"Clark County, Washington","505,363"
"Columbia County, Washington","3,953"
"Cowlitz County, Washington","111,021"
"Douglas County, Washington","43,032"
"Ferry County, Washington","7,197"
"Franklin County, Washington","97,152"
"Garfield County, Washington","2,297"
"Grant County, Washington","99,445"
"Grays Harbor County, Washington","75,863"
"Island County, Washington","87,007"
"Jefferson County, Washington","33,061"
"King County, Washington","2,274,349"
"Kitsap County, Washington","275,832"
"Kittitas County, Washington","46,823"
"Klickitat County, Washington","22,820"
"Lewis County, Washington","82,562"
"Lincoln County, Washington","10,927"
"Mason County, Washington","66,033"
"Okanogan County, Washington","42,147"
"Pacific County, Washington","23,492"
"Pend Oreille County, Washington","13,506"
"Pierce County, Washington","923,655"
"San Juan County, Washington","17,826"
"Skagit County, Washington","129,901"
"Skamania County, Washington","12,045"
"Snohomish County, Washington","829,975"
"Spokane County, Washington","541,198"
"Stevens County, Washington","46,589"
"Thurston County, Washington","296,018"
"Wahkiakum County, Washington","4,448"
"Walla Walla County, Washington","62,629"
"Whatcom County, Washington","227,451"
"Whitman County, Washington","47,821"
"Yakima County, Washington","256,736"
"Barbour County, West Virginia","15,462"
"Berkeley County, West Virginia","122,699"
"Boone County, West Virginia","21,746"
"Braxton County, West Virginia","12,396"
"Brooke County, West Virginia","22,484"
"Cabell County, West Virginia","94,245"
"Calhoun County, West Virginia","6,196"
"Clay County, West Virginia","8,013"
"Doddridge County, West Virginia","7,790"
"Fayette County, West Virginia","40,445"
"Gilmer County, West Virginia","7,399"
"Grant County, West Virginia","10,995"
"Greenbrier County, West Virginia","32,903"
"Hampshire County, West Virginia","23,085"
"Hancock County, West Virginia","29,043"
"Hardy County, West Virginia","14,241"
"Harrison County, West Virginia","65,842"
"Jackson County, West Virginia","27,726"
"Jefferson County, West Virginia","57,785"
"Kanawha County, West Virginia","180,208"
"Lewis County, West Virginia","17,020"
"Lincoln County, West Virginia","20,368"
"Logan County, West Virginia","32,516"
"McDowell County, West Virginia","18,939"
"Marion County, West Virginia","56,234"
"Marshall County, West Virginia","30,529"
"Mason County, West Virginia","25,413"
"Mercer County, West Virginia","59,519"
"Mineral County, West Virginia","26,901"
"Mingo County, West Virginia","23,487"
"Monongalia County, West Virginia","105,912"
"Monroe County, West Virginia","12,386"
"Morgan County, West Virginia","17,087"
"Nicholas County, West Virginia","24,562"
"Ohio County, West Virginia","42,307"
"Pendleton County, West Virginia","6,129"
"Pleasants County, West Virginia","7,653"
"Pocahontas County, West Virginia","7,864"
"Preston County, West Virginia","34,191"
"Putnam County, West Virginia","57,443"
"Raleigh County, West Virginia","74,407"
"Randolph County, West Virginia","27,892"
"Ritchie County, West Virginia","8,422"
"Roane County, West Virginia","13,984"
"Summers County, West Virginia","11,940"
"Taylor County, West Virginia","16,693"
"Tucker County, West Virginia","6,754"
"Tyler County, West Virginia","8,292"
"Upshur County, West Virginia","23,818"
"Wayne County, West Virginia","38,865"
"Webster County, West Virginia","8,352"
"Wetzel County, West Virginia","14,412"
"Wirt County, West Virginia","5,187"
"Wood County, West Virginia","84,146"
"Wyoming County, West Virginia","21,319"
"Adams County, Wisconsin","20,682"
"Ashland County, Wisconsin","16,015"
"Barron County, Wisconsin","46,723"
"Bayfield County, Wisconsin","16,238"
"Brown County, Wisconsin","268,966"
"Buffalo County, Wisconsin","13,323"
"Burnett County, Wisconsin","16,578"
"Calumet County, Wisconsin","52,478"
"Chippewa County, Wisconsin","66,346"
"Clark County, Wisconsin","34,629"
"Columbia County, Wisconsin","58,520"
"Crawford County, Wisconsin","16,084"
"Dane County, Wisconsin","562,620"
"Dodge County, Wisconsin","89,344"
"Door County, Wisconsin","30,119"
"Douglas County, Wisconsin","44,348"
"Dunn County, Wisconsin","45,453"
"Eau Claire County, Wisconsin","105,877"
"Florence County, Wisconsin","4,563"
"Fond du Lac County, Wisconsin","104,156"
"Forest County, Wisconsin","9,168"
"Grant County, Wisconsin","51,979"
"Green County, Wisconsin","37,033"
"Green Lake County, Wisconsin","19,027"
"Iowa County, Wisconsin","23,718"
"Iron County, Wisconsin","6,140"
"Jackson County, Wisconsin","21,095"
"Jefferson County, Wisconsin","86,208"
"Juneau County, Wisconsin","26,780"
"Kenosha County, Wisconsin","169,202"
"Kewaunee County, Wisconsin","20,563"
"La Crosse County, Wisconsin","120,943"
"Lafayette County, Wisconsin","16,604"
"Langlade County, Wisconsin","19,466"
"Lincoln County, Wisconsin","28,429"
"Manitowoc County, Wisconsin","81,412"
"Marathon County, Wisconsin","138,114"
"Marinette County, Wisconsin","41,900"
"Marquette County, Wisconsin","15,580"
"Menominee County, Wisconsin","4,258"
"Milwaukee County, Wisconsin","938,609"
"Monroe County, Wisconsin","46,299"
"Oconto County, Wisconsin","39,077"
"Oneida County, Wisconsin","37,877"
"Outagamie County, Wisconsin","190,973"
"Ozaukee County, Wisconsin","91,627"
"Pepin County, Wisconsin","7,343"
"Pierce County, Wisconsin","42,229"
"Polk County, Wisconsin","45,029"
"Portage County, Wisconsin","70,412"
"Price County, Wisconsin","14,036"
"Racine County, Wisconsin","198,065"
"Richland County, Wisconsin","17,283"
"Rock County, Wisconsin","163,761"
"Rusk County, Wisconsin","14,181"
"St. Croix County, Wisconsin","93,893"
"Sauk County, Wisconsin","65,793"
"Sawyer County, Wisconsin","18,119"
"Shawano County, Wisconsin","40,869"
"Sheboygan County, Wisconsin","118,058"
"Taylor County, Wisconsin","19,938"
"Trempealeau County, Wisconsin","30,813"
"Vernon County, Wisconsin","30,710"
"Vilas County, Wisconsin","23,097"
"Walworth County, Wisconsin","105,310"
"Washburn County, Wisconsin","16,623"
"Washington County, Wisconsin","136,811"
"Waukesha County, Wisconsin","407,518"
"Waupaca County, Wisconsin","51,806"
"Waushara County, Wisconsin","24,550"
"Winnebago County, Wisconsin","171,796"
"Wood County, Wisconsin","74,189"
"Albany County, Wyoming","37,115"
"Big Horn County, Wyoming","11,479"
"Campbell County, Wyoming","47,146"
"Carbon County, Wyoming","14,508"
"Converse County, Wyoming","13,750"
"Crook County, Wyoming","7,179"
"Fremont County, Wyoming","39,190"
"Goshen County, Wyoming","12,517"
"Hot Springs County, Wyoming","4,620"
"Johnson County, Wyoming","8,469"
"Laramie County, Wyoming","100,733"
"Lincoln County, Wyoming","19,658"
"Natrona County, Wyoming","80,300"
"Niobrara County, Wyoming","2,453"
"Park County, Wyoming","29,666"
"Platte County, Wyoming","8,632"
"Sheridan County, Wyoming","31,005"
"Sublette County, Wyoming","8,740"
"Sweetwater County, Wyoming","42,196"
"Teton County, Wyoming","23,384"
"Uinta County, Wyoming","20,461"
"Washakie County, Wyoming","7,663"
"Weston County, Wyoming","6,817"
